Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor,codigo_x,nombre_x,codigo_y,nombre_y
569084100,15990,708698,LAR,Mariamonvel,4,3.0,140.0,346.0,,9656283,Nativo Propiedades,LAR,LAR,LAR,La Reina
89000000,2501,110834,PED,Safo5959,3,1.0,51.0,154.0,1.0,9642789,Unne,PED,PED,PED,Pedro Aguirre Cerda
60000000,1686,74720,PEÑ,12deSeptiembrecon14dejulio,4,1.0,100.0,100.0,1.0,8933891,Corredores Independientes,PEÑ,PEÑ,PEÑ,Peñalolén
125000000,3512,155666,SAN,LuisGoicolea,6,2.0,220.0,135.0,,8290903,Armacima,SAN,SAN,SAN,Santiago
115000000,3231,143213,MAI,Casa2PisosenConjuntoPortaldelBosque,3,3.0,85.0,123.0,,8711069,Corretajes Prosal,MAI,MAI,MAI,Maipú
254824400,7160,317340,PEÑ,Elembalse,3,3.0,123.0,123.0,,8926666,VALVAL,PEÑ,PEÑ,PEÑ,Peñalolén
70000000,1967,87173,PUE,Quitalmahue/AccesoSur,3,2.0,82.0,70.0,,10699426,Aleida Lama Propiedades,PUE,PUE,PUE,Puente Alto
79000000,2220,98381,QUI,Manuelantoniomatta,2,11.0,47.0,89.0,1.0,10700147,Unne,QUI,QUI,QUI,Quinta Normal
551645000,15500,686980,LAS,Avda.LasCondes/StadioItaliano,3,3.0,168.0,294.0,2.0,6310943,Sucursal Cantagallo,LAS,LAS,LAS,Las Condes
100000000,2810,124533,CER,YC56424Av.SalvadorAllende/Av.LasTorres,3,1.0,75.0,95.0,1.0,6405365,Propiedades Centro Santiago SPA,CER,CER,CER,Cerrillos
148000000,4158,184309,LOP,LoPrado,4,2.0,113.0,189.0,2.0,9438423,DeMateo Gestión Inmobiliaria,LOP,LOP,LOP,Lo Prado
176000000,4945,219178,PUE,pasajeportoalegre,4,3.0,109.0,153.0,,10693946,Unne,PUE,PUE,PUE,Puente Alto
74739000,2100,93075,CER,Karlovackconsargentocandelaria,2,1.0,66.0,160.0,3.0,10363689,Unne,CER,CER,CER,Cerrillos
1128203000,31700,1404985,LAS,CaminoMirasol/CaminoLasFlores,6,5.0,420.0,1000.0,1.0,9036740,Francisco Vial Propiedades,LAS,LAS,LAS,Las Condes
124565000,3500,155125,MAI,VillaHolanda,3,2.0,65.0,100.0,1.0,10697236,Unne,MAI,MAI,MAI,Maipú
74500000,2093,92777,SAN,Yc56507stacarolina/staana,3,2.0,126.0,101.0,1.0,6405373,Propiedades Centro Santiago SPA,SAN,SAN,SAN,Santiago
1014315000,28500,1263157,LAS,GralBlanche/Cam.Otoñal,5,6.0,454.0,454.0,6.0,6098512,Sucursal Cantagallo,LAS,LAS,LAS,Las Condes
779421000,21900,970636,COL,fundoelalgarrobal2,7,6.0,5000.0,5000.0,8.0,8626953,Easyprop,COL,COL,COL,Colina
850245100,23890,1058836,ÑUÑ,Cervantes/holanda,8,5.0,165.0,351.0,1.0,9179881,Italprop Propiedades,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
943135000,26500,1174514,COL,CondominioCasasdeHacienda,4,4.0,350.0,930.0,6.0,9395037,Unne,COL,COL,COL,Colina
180000000,5058,224159,LAF,Av.Laflorida/walkermartines,4,2.0,116.0,120.0,2.0,8381991,Propiedades Centro Santiago SPA,LAF,LAF,LAF,La Florida
135000000,3793,168120,PUE,TroncalSanFranciscoAG/PlazaViva,3,2.0,75.0,102.0,,6353225,Propiedades Centro Santiago SPA,PUE,PUE,PUE,Puente Alto
637061000,17900,793351,PRO,Quillay,5,3.0,270.0,529.0,2.0,6106910,Vercetti Propiedades,PRO,PRO,PRO,Providencia
141577020,3978,176310,LAF,Santaraquel,3,2.0,69.0,131.0,1.0,10090028,Unne,LAF,LAF,LAF,La Florida
68000000,1911,84682,MAI,DelFerrocarril,3,1.0,72.0,53.0,1.0,8342731,Agente Inmobiliario,MAI,MAI,MAI,Maipú
70000000,1967,87173,LAF,Laflorida,3,2.0,70.0,90.0,,8565509,Mi Llave,LAF,LAF,LAF,La Florida
772303000,21700,961772,SAN,zapallar,4,4.0,250.0,250.0,,10979159,Labbe &  Pollier,SAN,SAN,SAN,Santiago
119938300,3370,149363,CER,Ongolmo,3,1.0,80.0,150.0,1.0,3550011,Tzanis Propiedades,CER,CER,CER,Cerrillos
195745000,5500,243767,QUI,Sta.Petronila832,4,2.0,150.0,200.0,2.0,6024178,Tzanis Propiedades,QUI,QUI,QUI,Quinta Normal
160155000,4500,199446,LOP,Mingana,5,2.0,180.0,160.0,4.0,7331575,Tzanis Propiedades,LOP,LOP,LOP,Lo Prado
319598200,8980,398005,PUD,TransversalUno,3,3.0,140.0,400.0,2.0,6992001,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
355188200,9980,442327,PUD,Losolmos,6,4.0,190.0,345.0,2.0,6866074,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
327428000,9200,407756,PUD,LosAbedules,3,3.0,130.0,350.0,2.0,8320260,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
135000000,3793,168120,SAN,FranciscodeCastañeda,5,2.0,80.0,290.0,1.0,8320873,Tzanis Propiedades,SAN,SAN,SAN,Santiago
7990,0,10,PUD,Callenuevaunosur,4,3.0,161.0,233.0,2.0,8804600,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
373339100,10490,464930,PUD,C.elCoihue,3,4.0,180.0,390.0,2.0,9385257,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
302515000,8500,376731,PUD,C.NuevaUnoSur19900,6,3.0,145.0,270.0,2.0,9555168,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
337749100,9490,420609,PUD,ElAmanecerOriente,3,3.0,165.0,300.0,2.0,10807732,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
223505200,6280,278338,PUD,QuebradalasBandurrias,3,3.0,100.0,160.0,1.0,10748712,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
238453000,6700,296953,PUD,CerroBustamante,3,2.0,115.0,270.0,3.0,10370724,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
338105000,9500,421052,PUD,LosAlmendros,4,3.0,145.0,400.0,3.0,10915366,Tzanis Propiedades,PUD,PUD,PUD,Pudahuel
145000000,4074,180573,PUE,NemesioVicuña2504,4,3.0,129.0,208.0,3.0,4084549,,PUE,PUE,PUE,Puente Alto
208201500,5850,259280,QUI,PadreLorenzoEiting,7,3.0,250.0,310.0,,11689180,Tzanis Propiedades,QUI,QUI,QUI,Quinta Normal
1209704100,33990,1506481,PRO,Bilbao,7,6.0,260.0,580.0,,6754844,Nativo Propiedades,PRO,PRO,PRO,Providencia
65000000,1826,80946,MAI,LasNaciones/Av.Portales,3,1.0,78.0,60.0,,8959059,Propiedades Centro Santiago SPA,MAI,MAI,MAI,Maipú
150000000,4215,186800,EST,PadreJaimeLarraínHurtado,2,2.0,105.0,190.0,3.0,7982029,Houm,EST,EST,EST,Estación Central
533850000,15000,664819,PIR,ElCruceral,4,3.0,270.0,5700.0,7.0,10981541,Grupo Premium Propiedades Santiago,PIR,PIR,PIR,Pirque
263366000,7400,327978,PEÑ,PaseoPoniente,4,2.0,110.0,278.0,1.0,8415571,Schumacher Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
153600000,4316,191283,SAN,Eyzaguirrenu-60452/urmeneta,2,1.0,80.0,317.0,,8902441,Propiedades Centro Santiago SPA,SAN,SAN,SAN,Santiago
120000000,3372,149440,QUI,Futuraestacióndelmetro/avlastorres,2,2.0,101.0,140.0,1.0,6202040,Jaime Moris Propiedades (Providencia),QUI,QUI,QUI,Quinta Normal
389141060,10934,484609,SAN,Santiago,6,3.0,700.0,700.0,8.0,8955824,,SAN,SAN,SAN,Santiago
210000000,5901,261519,PUE,Holanda,6,2.0,288.0,288.0,2.0,11357650,RUKAM SPA,PUE,PUE,PUE,Puente Alto
120000000,3372,149440,LAG,Villalospensamientos,3,1.0,59.0,177.0,5.0,10714561,Easyprop,LAG,LAG,LAG,La Granja
327250050,9195,407534,PRO,ViñadelMar/ParqueBustamante,11,3.0,218.0,172.0,,8928849,Sucursal El Bosque Sur,PRO,PRO,PRO,Providencia
132500000,3723,165006,SAN,Noscedal1,4,3.0,100.0,130.0,2.0,8674115,Mi Llave,SAN,SAN,SAN,Santiago
140000000,3934,174346,LAF,LosCanelos,4,2.0,275.0,275.0,1.0,9435917,Houm,LAF,LAF,LAF,La Florida
367466750,10325,457617,ÑUÑ,HernanCortés/Chile-España,5,3.0,240.0,180.0,1.0,11354794,Nexxos,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
1210060000,34000,1506924,LAS,Elgolf,5,,330.0,304.0,3.0,8327109,Kasalu Propiedades,LAS,LAS,LAS,Las Condes
890248260,25014,1108653,LOB,CaminoElCajón18000,3,4.0,375.0,1805.0,6.0,8948520,Corredores Independientes,LOB,LOB,LOB,Lo Barnechea
90000000,2529,112080,MAI,Lachacra,2,1.0,80.0,105.0,1.0,11344152,Houm,MAI,MAI,MAI,Maipú
1096172000,30800,1365096,LOB,Alcaldedelano,5,5.0,351.0,855.0,3.0,5978838,Nativo Propiedades,LOB,LOB,LOB,Lo Barnechea
142004100,3990,176842,BUI,Ruta5conPastorJoséMolina,3,3.0,72.0,147.0,2.0,8710996,Unne,BUI,BUI,BUI,Buín
85000000,2388,105853,MAI,PasajeSanRuben//SanManuel,4,2.0,43.0,50.0,,10703489,Unne,MAI,MAI,MAI,Maipú
750000000,21073,933998,LAF,Venezuela,4,4.0,190.0,1200.0,6.0,7940407,Unne,LAF,LAF,LAF,La Florida
288848440,8116,359712,SAN,AvenidaAmérica/CostaneraManuelMagalanesMoure,3,3.0,156.0,463.0,,6729096,Jorge Pablo Caro Propiedades,SAN,SAN,SAN,Santiago
118000000,3316,146949,PUE,LasNievesconNonatocoo,2,1.0,100.0,189.0,3.0,10645819,Unne,PUE,PUE,PUE,Puente Alto
105000000,2950,130760,QUI,YC59707LosHimalayas/LosBalcanes,4,2.0,120.0,96.0,,8307725,Propiedades Centro Santiago SPA,QUI,QUI,QUI,Quinta Normal
218000000,6125,271482,LOP,Sanpablo,4,2.0,164.0,243.0,2.0,11354975,Nexxos,LOP,LOP,LOP,Lo Prado
658415000,18500,819944,LAS,Encondominio/avenidaplaza,5,4.0,179.0,356.0,,7809629,Francisco Vial Propiedades,LAS,LAS,LAS,Las Condes
75000000,2107,93400,PUE,Casa2pisospareadaenPuenteAlto,3,1.0,77.0,125.0,,10973961,Corretajes Prosal,PUE,PUE,PUE,Puente Alto
81500000,2290,101494,CER,Avsantacorina/loerrazuriz,3,1.0,84.0,103.0,,8332782,Jaime Moris Propiedades (Providencia),CER,CER,CER,Cerrillos
91000000,2557,113325,PUE,Lossalesianos/avmexico/metroprotectoradelainfancia,4,2.0,75.0,50.0,,7204421,Jaime Moris Propiedades (Providencia),PUE,PUE,PUE,Puente Alto
73279810,2059,91258,MAI,Caminoarinconada/pasajevadoazul,3,1.0,60.0,60.0,1.0,8301731,Jaime Moris Propiedades (Providencia),MAI,MAI,MAI,Maipú
80000000,2248,99626,MAI,Maipú,5,2.0,116.0,116.0,,11348083,Agente Propiedades,MAI,MAI,MAI,Maipú
836365000,23500,1041550,LAS,Quinchamali-avenidalascondes,6,4.0,330.0,750.0,5.0,5429582,Unne,LAS,LAS,LAS,Las Condes
189000000,5310,235367,PUE,46deSantaRosa,4,2.0,120.0,100.0,,10369270,Unne,PUE,PUE,PUE,Puente Alto
505378000,14200,629362,LAS,Metrohernandodemagallanes/hernandodemagallanes/pueblitolosdominicios,3,3.0,135.0,190.0,2.0,10100215,Grupo Inovo,LAS,LAS,LAS,Las Condes
165000000,4636,205479,SAN,Sanleondepte/caminoelcerrillo,6,2.0,165.0,200.0,,7974144,Propiedades Jose Fco. Montalva y Cía. Ltda.,SAN,SAN,SAN,Santiago
373339100,10490,464930,COL,SantaElena,4,4.0,140.0,393.0,3.0,6846961,Tsi Property,COL,COL,COL,Colina
327428000,9200,407756,PEÑ,AvenidaConsistorial,4,3.0,120.0,239.0,2.0,9355654,Kasalu Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
62000000,1742,77210,PUE,LosQueltehues/EstaciónValdivia,2,1.0,48.0,97.0,,9434401,Procasa Adrián Ulloa Propiedades,PUE,PUE,PUE,Puente Alto
80000000,2248,99626,QUI,Krobokanag/LosCarpatos,2,1.0,63.0,98.0,,9866535,Propiedades Centro Santiago SPA,QUI,QUI,QUI,Quinta Normal
125000000,3512,155666,MAI,Lapiramide/progreso,5,2.0,99.0,127.0,,8912925,Jaime Moris Propiedades (Providencia),MAI,MAI,MAI,Maipú
145000000,4074,180573,SAN,PradosdeNos,3,2.0,70.0,161.0,2.0,8535282,Mi Llave,SAN,SAN,SAN,Santiago
90000000,2529,112080,SAN,AmpliaCasa1pisoenSantiagoCentro,4,2.0,111.0,90.0,,10973951,Corretajes Prosal,SAN,SAN,SAN,Santiago
107500000,3021,133873,PAI,Excelenteoportunidad,3,2.0,67.0,145.0,,11345235,Movahome Corredores Integrados,PAI,PAI,PAI,Paine
202863000,5700,252631,MAI,Av.Sur,4,2.0,134.0,255.0,,9885140,Nativo Propiedades,MAI,MAI,MAI,Maipú
382592500,10750,476454,MAI,AvMaipú50,4,2.0,244.0,464.0,4.0,8960132,Corredores Independientes,MAI,MAI,MAI,Maipú
658415000,18500,819944,LAC,Metroloovalle,7,3.0,300.0,1050.0,8.0,9871281,Mi Llave,LAC,LAC,LAC,La Cisterna
605030000,17000,753462,LAS,PresidenteErrazuriz-Málaga,4,2.0,140.0,200.0,1.0,6526101,VALVAL,LAS,LAS,LAS,Las Condes
93900000,2638,116936,REN,Domingosantamaria-plazaderenca,4,1.0,129.0,175.0,3.0,9601378,Mi Llave,REN,REN,REN,Renca
125490340,3526,156277,LAF,LíaAguirre,3,2.0,78.0,110.0,2.0,9432142,Nathaly Propiedades,LAF,LAF,LAF,La Florida
213184100,5990,265485,LAC,Vespuciosur,3,4.0,175.0,294.0,,10364199,Nativo Propiedades,LAC,LAC,LAC,La Cisterna
889750000,25000,1108032,LAS,PaulHarris/ElAlamein,3,2.0,150.0,930.0,,6088512,Sucursal Cantagallo,LAS,LAS,LAS,Las Condes
348782000,9800,434349,PEÑ,Altosdelaarboleda/lospeumossur,4,3.0,172.0,272.0,2.0,10646234,Mauricio Pino Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
653432400,18360,813739,ÑUÑ,Exequielfernandez,3,2.0,288.0,636.0,2.0,10092325,Easyprop,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
14500000,407,18057,SAN,Eyzaguirre,2,1.0,20.0,20.0,,8544379,Mi Llave,SAN,SAN,SAN,Santiago
105000000,2950,130760,SAN,juanfranciscolarrain,3,2.0,142.0,170.0,,7602701,Mi Llave,SAN,SAN,SAN,Santiago
640620000,18000,797783,PRO,Bilbao/Amapolas,6,2.0,308.0,316.0,3.0,5671858,Grupo AG Propiedades,PRO,PRO,PRO,Providencia
55000000,1545,68493,PUE,villalosapostoles,2,1.0,,,,8036465,Mi Llave,PUE,PUE,PUE,Puente Alto
694005000,19500,864265,LOB,ElHuinganal,3,3.0,170.0,703.0,,10350752,Unne,LOB,LOB,LOB,Lo Barnechea
135000000,3793,168120,PEÑ,PC51473Av.CoronelAlejandroSepúlveda/Chimiles,4,3.0,114.0,162.0,1.0,4949728,Propiedades Centro Santiago SPA,PEÑ,PEÑ,PEÑ,Peñalolén
110000000,3091,136986,LAF,MarcelaPaz-JardinAltoYC56746/GeronimodeAlderete,5,2.0,75.0,92.0,,6485752,Propiedades Centro Santiago SPA,LAF,LAF,LAF,La Florida
608589000,17100,757894,MAI,CalleManuelRodriguez,3,2.0,171.0,800.0,5.0,10697966,Easyprop,MAI,MAI,MAI,Maipú
100000000,2810,124533,TAL,3oriente,4,2.0,130.0,130.0,1.0,11425163,Propital,TAL,TAL,TAL,Talagante
618910100,17390,770747,LAS,ElConventoconCaminoSanFranciscodeAsis,6,5.0,180.0,300.0,2.0,9595409,Unne,LAS,LAS,LAS,Las Condes
603629179,16961,751718,SAN,Huerfanos2700-3000,15,4.0,249.0,410.0,,8184639,Montalva Quindos,SAN,SAN,SAN,Santiago
400387500,11250,498615,ÑUÑ,MarchanPereiraDiagonalOriente,4,4.0,350.0,375.0,4.0,6566488,Unne,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
390000000,10958,485679,ÑUÑ,LaVerbena,3,2.0,132.0,216.0,1.0,8415542,Schumacher Propiedades,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
117447000,3300,146260,QUI,VentaCasa3DormitoriosQuilicura,3,3.0,90.0,120.0,,10383351,Invierte Propiedades,QUI,QUI,QUI,Quinta Normal
149478000,4200,186149,PUE,Eyzaguirre-NonatoCoo,4,2.0,118.0,318.0,,8967006,Easyprop,PUE,PUE,PUE,Puente Alto
148766200,4180,185263,LAF,AvenidaMexico,3,2.0,98.0,150.0,2.0,9580234,Unne,LAF,LAF,LAF,La Florida
142360000,4000,177285,QUI,Pasajebarriofuencarral,4,2.0,129.0,123.0,2.0,7278821,Unne,QUI,QUI,QUI,Quinta Normal
514275500,14450,640443,CAL,CondominioLaFuenteLonquen,5,3.0,200.0,5000.0,3.0,9184924,Unne,CAL,CAL,CAL,Calera de Tango
503954400,14160,627590,SAN,Cuevas/RogelioUgarte,1,1.0,708.0,708.0,,4898919,Schumacher Propiedades,SAN,SAN,SAN,Santiago
78298000,2200,97507,PUE,CaletaPisaguaVieja,3,2.0,60.0,80.0,2.0,10660385,Unne,PUE,PUE,PUE,Puente Alto
135000000,3793,168120,LAF,Excelenteoportunidad,4,2.0,134.0,100.0,,10216802,Movahome Corredores Integrados,LAF,LAF,LAF,La Florida
490786100,13790,611191,VIT,ManuelaCañas2299,4,4.0,161.0,193.0,,11344785,Unne,VIT,VIT,VIT,Vitacura
459111000,12900,571745,TAL,Talagante,4,4.0,300.0,5000.0,,10980211,Akasa propiedades,TAL,TAL,TAL,Talagante
957371000,26900,1192243,LAS,Apoquindo,5,4.0,400.0,670.0,,8724676,Nativo Propiedades,LAS,LAS,LAS,Las Condes
115000000,3231,143213,MEL,JoseMassoud,3,2.0,65.0,150.0,3.0,6935976,Unne,MEL,MEL,MEL,Melipilla
105000000,2950,130760,PUE,NemesioVicuña,3,2.0,98.0,98.0,2.0,9436580,Casa y Llaves,PUE,PUE,PUE,Puente Alto
1060582000,29800,1320775,LOB,ContralmiranteFernadezVial/CaminoLaAguada,6,5.0,440.0,1000.0,2.0,6085971,Sucursal Cantagallo,LOB,LOB,LOB,Lo Barnechea
2206580000,62000,2747920,VIT,!!serecibenofertas¡¡/locurro,5,6.0,650.0,4000.0,,3470325,Propiedades Jose Fco. Montalva y Cía. Ltda.,VIT,VIT,VIT,Vitacura
978725000,27500,1218836,COL,GeneralSanMartinconAlpatacal,6,5.0,387.0,3500.0,14.0,9360262,Mi Llave,COL,COL,COL,Colina
1299035000,36500,1617727,LAS,LosFrailes/MallSport/UniversidadAndrésBello,5,5.0,517.0,1419.0,7.0,7618528,Sucursal Cantagallo,LAS,LAS,LAS,Las Condes
79000000,2220,98381,SAN,Gralurrutianu-59224/parqueelmorado,3,2.0,70.0,70.0,,7914003,Propiedades Centro Santiago SPA,SAN,SAN,SAN,Santiago
190000000,5339,236613,LAC,Goycochea/TrinidadRamírez,5,2.0,200.0,210.0,,7977938,Jorge Pablo Caro Propiedades,LAC,LAC,LAC,La Cisterna
288243410,8099,358958,MAI,CanalPuyuhuapiPoniente,5,3.0,140.0,252.0,2.0,10680292,Unne,MAI,MAI,MAI,Maipú
363018000,10200,452077,HUE,Pedrofontova,5,4.0,160.0,318.0,1.0,5714665,Foix Realty 100,HUE,HUE,HUE,Huechuraba
658415000,18500,819944,LAS,Estadioisraelita,3,2.0,162.0,600.0,,5832143,Nativo Propiedades,LAS,LAS,LAS,Las Condes
907545000,25500,1130193,LAS,PresidenteErrazuriz-GertrudisEcheñique,7,4.0,260.0,280.0,2.0,8926271,VALVAL,LAS,LAS,LAS,Las Condes
443095500,12450,551800,COL,Chamisero,4,4.0,173.0,386.0,,6031520,Nativo Propiedades,COL,COL,COL,Colina
153037000,4300,190582,MAI,NuevaSanMartín,3,2.0,80.0,130.0,2.0,6002695,Houm,MAI,MAI,MAI,Maipú
60000000,1686,74720,SAN,PadreHurtadoconSanJose,4,1.0,57.0,63.0,,8672523,Unne,SAN,SAN,SAN,Santiago
170000000,4777,211706,QUI,AvenidaLasTorres,3,3.0,150.0,110.0,2.0,8206482,Armacima,QUI,QUI,QUI,Quinta Normal
1388010000,39000,1728531,LAS,CaminoLasFlores/PiedraRoja,6,4.0,420.0,1500.0,,6212137,Francisco Vial Propiedades,LAS,LAS,LAS,Las Condes
85000000,2388,105853,REN,YC5927011dediciembre/YC59270IncadeOro,3,1.0,92.0,123.0,,7951529,Propiedades Centro Santiago SPA,REN,REN,REN,Renca
170000000,4777,211706,SAN,almirantebarroso519,5,4.0,184.0,72.0,1.0,9374527,Unne,SAN,SAN,SAN,Santiago
185068000,5200,230471,PRO,UbicadoentrelaAv.EliodoroYáñezyDarioUrzua,2,2.0,4.0,57.0,1.0,8907667,Corredores Independientes,PRO,PRO,PRO,Providencia
470000000,13206,585305,TIL,LasBateas,4,4.0,290.0,75000.0,,4901365,Schumacher Propiedades,TIL,TIL,TIL,Tiltil
143071800,4020,178172,LAF,LaFlorida,2,2.0,120.0,130.0,1.0,4812683,SyA Propiedades LTDA.,LAF,LAF,LAF,La Florida
85000000,2388,105853,SAN,avenidacolonsur,3,1.0,,,2.0,9562614,Mi Llave - LITE,SAN,SAN,SAN,Santiago
113000000,3175,140722,PUD,Lasenciclicasag/ricardovial,5,3.0,170.0,170.0,,8503089,Propiedades Centro Santiago SPA,PUD,PUD,PUD,Pudahuel
242154360,6804,301562,PEÑ,Casaenventacercadetodo,3,2.0,,,2.0,10981307,Grupo Premium Propiedades Santiago,PEÑ,PEÑ,PEÑ,Peñalolén
175000000,4917,217933,QUI,AvdaO´higgins,4,3.0,98.0,117.0,1.0,8889039,Unne,QUI,QUI,QUI,Quinta Normal
300000000,8429,373599,SAN,Huérfanos,6,4.0,280.0,144.0,,10674580,Easyprop,SAN,SAN,SAN,Santiago
160000000,4496,199253,ELB,GranAvenida,3,1.0,54.0,418.0,,4899477,Schumacher Propiedades,ELB,ELB,ELB,El Bosque
240000000,6743,298879,MAC,AvenidaPadreLuisQuerbes2.825,6,3.0,135.0,150.0,2.0,10117811,Easyprop,MAC,MAC,MAC,Macul
75000000,2107,93400,MAI,Casade1PisoenCamposdeBatalla,3,1.0,64.0,250.0,,4073176,Corretajes Prosal,MAI,MAI,MAI,Maipú
477100000,13405,594147,LAF,YC56863CaminoLasCumbres/CaminodelMonte,6,5.0,186.0,467.0,3.0,6785175,Propiedades Centro Santiago SPA,LAF,LAF,LAF,La Florida
90000000,2529,112080,PUE,Casade2pisoscon3d+1b,3,1.0,65.0,110.0,,10094300,Corredorpro Spa,PUE,PUE,PUE,Puente Alto
491142000,13800,611634,VIT,ColegioManquehue,5,3.0,140.0,200.0,2.0,5343678,Schumacher Propiedades,VIT,VIT,VIT,Vitacura
266569100,7490,331967,PUE,Lasvizcachas,4,3.0,160.0,253.0,,5484965,Nativo Propiedades,PUE,PUE,PUE,Puente Alto
50000000,1405,62267,LAM,CalleUruguayYC60602/Ecuador,5,1.0,100.0,72.0,,9156536,Propiedades Centro Santiago SPA,LAM,LAM,LAM,Lampa
300735500,8450,374515,PEÑ,Avelvalle&consistorial/ricaterraza&jardin,4,4.0,139.0,295.0,1.0,9309920,Acom Propiedades,PEÑ,PEÑ,PEÑ,Peñalolén
836365000,23500,1041550,LAS,Exclusivocondominio/sanramón,6,3.0,262.0,565.0,,8373992,Francisco Vial Propiedades,LAS,LAS,LAS,Las Condes
163714000,4600,203878,MAI,Inésriesco,4,1.0,65.0,199.0,2.0,10940322,Houm,MAI,MAI,MAI,Maipú
1316830000,37000,1639888,SAN,valparaiso,5,5.0,370.0,370.0,6.0,10979199,Labbe &  Pollier,SAN,SAN,SAN,Santiago
1024600510,28789,1275966,LOB,CaminoReal/CaminodeLaCañada,4,4.0,363.0,1216.0,,8930408,Propiedades Ricardo Vial y Cia. Ltda.,LOB,LOB,LOB,Lo Barnechea
260000000,7305,323786,MAI,JuanSebastian/Pajarito,4,2.0,160.0,260.0,2.0,8539608,Schumacher Propiedades,MAI,MAI,MAI,Maipú
183288500,5150,228255,MAI,Cordilleradelacosta1685,5,3.0,120.0,130.0,1.0,8908112,Corredores Independientes,MAI,MAI,MAI,Maipú
462670000,13000,576177,LAS,elyelcho,2,2.0,110.0,400.0,2.0,9374092,Unne,LAS,LAS,LAS,Las Condes
145919000,4100,181717,PUE,CalleCorregidorPoniente/CalleIndependencia,3,2.0,120.0,250.0,,8739298,Procasa Adrián Ulloa Propiedades,PUE,PUE,PUE,Puente Alto
815011000,22900,1014958,VIT,alladodelClubdePoloyfrenteaCasaPiedra,4,2.0,144.0,530.0,7.0,5758532,Alto Andes,VIT,VIT,VIT,Vitacura
553000000,15538,688667,LAS,LasCondes,6,4.0,192.0,348.0,4.0,9591615,Ole Propiedades,LAS,LAS,LAS,Las Condes
1169131500,32850,1455955,LOB,ManquehueOriente/CerroPandeAzúcar,7,7.0,535.0,835.0,,6118480,Francisco Vial Propiedades,LOB,LOB,LOB,Lo Barnechea
1209704100,33990,1506481,PRO,Bilbao,7,6.0,260.0,580.0,,5988424,Nativo Propiedades,PRO,PRO,PRO,Providencia
82000000,2304,102117,PUE,ElLabrador/NemesioVicuña,2,1.0,38.0,124.0,1.0,6255815,Schumacher Propiedades,PUE,PUE,PUE,Puente Alto
249130000,7000,310249,PUE,Caminodelacueducto,4,3.0,112.0,200.0,2.0,10938301,Houm,PUE,PUE,PUE,Puente Alto
110329000,3100,137396,SAN,Vendocasa,5,2.0,160.0,160.0,1.0,9634091,Easyprop,SAN,SAN,SAN,Santiago
88000000,2473,109589,REC,Avpurisimaam/avdominica,2,1.0,45.0,71.0,,5888078,Propiedades Centro Santiago SPA,REC,REC,REC,Recoleta
245000000,6884,305106,SAN,SanJoaquín,6,3.0,140.0,436.0,2.0,11688421,,SAN,SAN,SAN,Santiago
605030000,17000,753462,BUI,CaminoPadreHurtadoconAv.VirginiaSubercaseaux,6,4.0,330.0,5000.0,,6671057,Schumacher Propiedades,BUI,BUI,BUI,Buín
569440000,16000,709141,COL,CondominioSanLuis,5,5.0,285.0,5000.0,,9168367,Vivaqui Propiedades,COL,COL,COL,Colina
55000000,1545,68493,SAN,Cincopinos,2,1.0,55.0,110.0,,8486156,Mi Llave,SAN,SAN,SAN,Santiago
85000000,2388,105853,REN,Tococalma/clotarioblest,4,1.0,40.0,127.0,,8484691,Jaime Moris Propiedades (Providencia),REN,REN,REN,Renca
380000000,10677,473225,ÑUÑ,VillaPresidenteFrei,7,3.0,170.0,303.0,,8473026,Unne,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
556676291,15641,693246,ÑUÑ,Nancy600-900,4,4.0,547.0,234.0,1.0,10100678,Montalva Quindos,ÑUÑ,ÑUÑ,ÑUÑ,Ñuñoa
130000000,3653,161893,ELB,FedericoGana,2,1.0,68.0,310.0,3.0,7819789,Houm,ELB,ELB,ELB,El Bosque
75000000,2107,93400,CER,Lasfragatasag/mardechile,4,2.0,76.0,110.0,,8319429,Propiedades Centro Santiago SPA,CER,CER,CER,Cerrillos
80931660,2274,100787,COL,Fontt/loseco,3,1.0,75.0,140.0,,7762021,Jaime Moris Propiedades (Providencia),COL,COL,COL,Colina
